sampID	project	sort_date	well	libname	seqtype	cross	dap	n_nuc	peak	stage	stagecode	batch	platform	final ERCC dil.
D18-217111	180928Geh	9/13/18	2G	P20_2G	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217112	180928Geh	9/13/18	2H	P20_2H	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217113	180928Geh	9/13/18	3A	P20_3A	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217114	180928Geh	9/13/18	3B	P20_3B	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217115	180928Geh	9/13/18	3C	P20_3C	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217116	180928Geh	9/13/18	3D	P20_3D	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217117	180928Geh	9/13/18	3E	P20_3E	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217118	180928Geh	9/13/18	3F	P20_3F	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217119	180928Geh	9/13/18	3G	P20_3G	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217120	180928Geh	9/13/18	3H	P20_3H	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217121	180928Geh	9/13/18	4A	P20_4A	paired	CxV	blank	0	NA	NA	3	20	Nextseq	1:200M
D18-217122	180928Geh	9/13/18	4B	P20_4B	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217123	180928Geh	9/13/18	4C	P20_4C	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217124	180928Geh	9/13/18	4D	P20_4D	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217125	180928Geh	9/13/18	4E	P20_4E	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217126	180928Geh	9/13/18	4F	P20_4F	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217127	180928Geh	9/13/18	4G	P20_4G	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217128	180928Geh	9/13/18	4H	P20_4H	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217129	180928Geh	9/13/18	5A	P20_5A	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217130	180928Geh	9/13/18	5B	P20_5B	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217131	180928Geh	9/13/18	5C	P20_5C	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217132	180928Geh	9/13/18	5D	P20_5D	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217133	180928Geh	9/13/18	5E	P20_5E	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217134	180928Geh	9/13/18	5F	P20_5F	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217135	180928Geh	9/13/18	5G	P20_5G	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217136	180928Geh	9/13/18	5H	P20_5H	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217137	180928Geh	9/13/18	6A	P20_6A	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217138	180928Geh	9/13/18	6B	P20_6B	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217139	180928Geh	9/13/18	6C	P20_6C	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217140	180928Geh	9/13/18	6D	P20_6D	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217141	180928Geh	9/13/18	6E	P20_6E	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217142	180928Geh	9/13/18	6F	P20_6F	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217143	180928Geh	9/13/18	6G	P20_6G	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217144	180928Geh	9/13/18	6H	P20_6H	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217145	180928Geh	9/13/18	7A	P20_7A	paired	CxV	nocell	0	NA	NA	3	20	Nextseq	1:200M
D18-217146	180928Geh	9/13/18	7B	P20_7B	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217147	180928Geh	9/13/18	7C	P20_7C	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217148	180928Geh	9/13/18	7D	P20_7D	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217149	180928Geh	9/13/18	7E	P20_7E	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217150	180928Geh	9/13/18	7F	P20_7F	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217151	180928Geh	9/13/18	7G	P20_7G	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217152	180928Geh	9/13/18	7H	P20_7H	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217153	180928Geh	9/13/18	8A	P20_8A	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217154	180928Geh	9/13/18	8B	P20_8B	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217155	180928Geh	9/13/18	8C	P20_8C	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217156	180928Geh	9/13/18	8D	P20_8D	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217157	180928Geh	9/13/18	8E	P20_8E	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217158	180928Geh	9/13/18	8F	P20_8F	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217159	180928Geh	9/13/18	8G	P20_8G	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217160	180928Geh	9/13/18	8H	P20_8H	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217161	180928Geh	9/13/18	9A	P20_9A	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217162	180928Geh	9/13/18	9B	P20_9B	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217163	180928Geh	9/13/18	9C	P20_9C	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217164	180928Geh	9/13/18	9D	P20_9D	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217165	180928Geh	9/13/18	9E	P20_9E	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217166	180928Geh	9/13/18	9F	P20_9F	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217167	180928Geh	9/13/18	9G	P20_9G	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217168	180928Geh	9/13/18	9H	P20_9H	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217169	180928Geh	9/13/18	10A	P20_10A	paired	CxV	blank	0	NA	NA	3	20	Nextseq	1:200M
D18-217170	180928Geh	9/13/18	10B	P20_10B	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217171	180928Geh	9/13/18	10C	P20_10C	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217172	180928Geh	9/13/18	10D	P20_10D	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217173	180928Geh	9/13/18	10E	P20_10E	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217174	180928Geh	9/13/18	10F	P20_10F	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217175	180928Geh	9/13/18	10G	P20_10G	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217176	180928Geh	9/13/18	10H	P20_10H	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217177	180928Geh	9/13/18	11A	P20_11A	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217178	180928Geh	9/13/18	11B	P20_11B	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217179	180928Geh	9/13/18	11C	P20_11C	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217180	180928Geh	9/13/18	11D	P20_11D	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217181	180928Geh	9/13/18	11E	P20_11E	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217182	180928Geh	9/13/18	11F	P20_11F	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217183	180928Geh	9/13/18	11G	P20_11G	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217184	180928Geh	9/13/18	11H	P20_11H	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217185	180928Geh	9/13/18	12A	P20_12A	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217186	180928Geh	9/13/18	12B	P20_12B	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217187	180928Geh	9/13/18	12C	P20_12C	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217188	180928Geh	9/13/18	12D	P20_12D	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217189	180928Geh	9/13/18	12E	P20_12E	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217190	180928Geh	9/13/18	12F	P20_12F	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217191	180928Geh	9/13/18	12G	P20_12G	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217192	180928Geh	9/13/18	12H	P20_12H	paired	CxV	4	1	6N	heart	3	20	Nextseq	1:200M
D18-217193	180928Geh	9/20/18	1A	P21_1A	paired	CxV	nocell	0	NA	NA	3	21	Nextseq	1:200M
D18-217194	180928Geh	9/20/18	1B	P21_1B	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217195	180928Geh	9/20/18	1C	P21_1C	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217196	180928Geh	9/20/18	1D	P21_1D	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217197	180928Geh	9/20/18	1E	P21_1E	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217198	180928Geh	9/20/18	1F	P21_1F	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217199	180928Geh	9/20/18	1G	P21_1G	paired	CxV	4	2	3N	heart	3	21	Nextseq	1:200M
D18-217200	180928Geh	9/20/18	1H	P21_1H	paired	CxV	4	2	3N	heart	3	21	Nextseq	1:200M
D18-217201	180928Geh	9/20/18	2A	P21_2A	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217202	180928Geh	9/20/18	2B	P21_2B	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217203	180928Geh	9/20/18	2C	P21_2C	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217204	180928Geh	9/20/18	2D	P21_2D	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217205	180928Geh	9/20/18	2E	P21_2E	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217206	180928Geh	9/20/18	2F	P21_2F	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217207	180928Geh	9/20/18	2G	P21_2G	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217208	180928Geh	9/20/18	2H	P21_2H	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217209	180928Geh	9/20/18	3A	P21_3A	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217210	180928Geh	9/20/18	3B	P21_3B	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217211	180928Geh	9/20/18	3C	P21_3C	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217212	180928Geh	9/20/18	3D	P21_3D	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217213	180928Geh	9/20/18	3E	P21_3E	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217214	180928Geh	9/20/18	3F	P21_3F	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217215	180928Geh	9/20/18	3G	P21_3G	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217216	180928Geh	9/20/18	3H	P21_3H	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217217	180928Geh	9/20/18	4A	P21_4A	paired	CxV	blank	0	NA	NA	3	21	Nextseq	1:200M
D18-217218	180928Geh	9/20/18	4B	P21_4B	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217219	180928Geh	9/20/18	4C	P21_4C	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217220	180928Geh	9/20/18	4D	P21_4D	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217221	180928Geh	9/20/18	4E	P21_4E	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217222	180928Geh	9/20/18	4F	P21_4F	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217223	180928Geh	9/20/18	4G	P21_4G	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217224	180928Geh	9/20/18	4H	P21_4H	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217225	180928Geh	9/20/18	5A	P21_5A	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217226	180928Geh	9/20/18	5B	P21_5B	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217227	180928Geh	9/20/18	5C	P21_5C	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217228	180928Geh	9/20/18	5D	P21_5D	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217229	180928Geh	9/20/18	5E	P21_5E	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217230	180928Geh	9/20/18	5F	P21_5F	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217231	180928Geh	9/20/18	5G	P21_5G	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217232	180928Geh	9/20/18	5H	P21_5H	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217233	180928Geh	9/20/18	6A	P21_6A	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217234	180928Geh	9/20/18	6B	P21_6B	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217235	180928Geh	9/20/18	6C	P21_6C	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217236	180928Geh	9/20/18	6D	P21_6D	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217237	180928Geh	9/20/18	6E	P21_6E	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217238	180928Geh	9/20/18	6F	P21_6F	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217239	180928Geh	9/20/18	6G	P21_6G	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217240	180928Geh	9/20/18	6H	P21_6H	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217241	180928Geh	9/20/18	7A	P21_7A	paired	CxV	nocell	0	NA	NA	3	21	Nextseq	1:200M
D18-217242	180928Geh	9/20/18	7B	P21_7B	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217243	180928Geh	9/20/18	7C	P21_7C	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217244	180928Geh	9/20/18	7D	P21_7D	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217245	180928Geh	9/20/18	7E	P21_7E	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217246	180928Geh	9/20/18	7F	P21_7F	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217247	180928Geh	9/20/18	7G	P21_7G	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217248	180928Geh	9/20/18	7H	P21_7H	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217249	180928Geh	9/20/18	8A	P21_8A	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217250	180928Geh	9/20/18	8B	P21_8B	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217251	180928Geh	9/20/18	8C	P21_8C	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217252	180928Geh	9/20/18	8D	P21_8D	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217253	180928Geh	9/20/18	8E	P21_8E	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217254	180928Geh	9/20/18	8F	P21_8F	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217255	180928Geh	9/20/18	8G	P21_8G	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217256	180928Geh	9/20/18	8H	P21_8H	paired	CxV	4	1	3N	heart	3	21	Nextseq	1:200M
D18-217257	180928Geh	9/20/18	9A	P21_9A	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217258	180928Geh	9/20/18	9B	P21_9B	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217259	180928Geh	9/20/18	9C	P21_9C	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217260	180928Geh	9/20/18	9D	P21_9D	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217261	180928Geh	9/20/18	9E	P21_9E	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217262	180928Geh	9/20/18	9F	P21_9F	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217263	180928Geh	9/20/18	9G	P21_9G	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217264	180928Geh	9/20/18	9H	P21_9H	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217265	180928Geh	9/20/18	10A	P21_10A	paired	CxV	blank	0	NA	NA	3	21	Nextseq	1:200M
D18-217266	180928Geh	9/20/18	10B	P21_10B	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217267	180928Geh	9/20/18	10C	P21_10C	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217268	180928Geh	9/20/18	10D	P21_10D	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217269	180928Geh	9/20/18	10E	P21_10E	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217270	180928Geh	9/20/18	10F	P21_10F	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217271	180928Geh	9/20/18	10G	P21_10G	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217272	180928Geh	9/20/18	10H	P21_10H	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217273	180928Geh	9/20/18	11A	P21_11A	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217274	180928Geh	9/20/18	11B	P21_11B	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217275	180928Geh	9/20/18	11C	P21_11C	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217276	180928Geh	9/20/18	11D	P21_11D	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217277	180928Geh	9/20/18	11E	P21_11E	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217278	180928Geh	9/20/18	11F	P21_11F	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217279	180928Geh	9/20/18	11G	P21_11G	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217280	180928Geh	9/20/18	11H	P21_11H	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217281	180928Geh	9/20/18	12A	P21_12A	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217282	180928Geh	9/20/18	12B	P21_12B	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217283	180928Geh	9/20/18	12C	P21_12C	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217284	180928Geh	9/20/18	12D	P21_12D	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217285	180928Geh	9/20/18	12E	P21_12E	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217286	180928Geh	9/20/18	12F	P21_12F	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217287	180928Geh	9/20/18	12G	P21_12G	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217288	180928Geh	9/20/18	12H	P21_12H	paired	CxV	4	1	6N	heart	3	21	Nextseq	1:200M
D18-217289	180928Geh	9/26/18	1A	P22_1A	paired	VxC	nocell	0	NA	NA	3	22	Nextseq	1:200M
D18-217290	180928Geh	9/26/18	1B	P22_1B	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217291	180928Geh	9/26/18	1C	P22_1C	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217292	180928Geh	9/26/18	1D	P22_1D	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217293	180928Geh	9/26/18	1E	P22_1E	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217294	180928Geh	9/26/18	1F	P22_1F	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217295	180928Geh	9/26/18	1G	P22_1G	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217296	180928Geh	9/26/18	1H	P22_1H	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217297	180928Geh	9/26/18	2A	P22_2A	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217298	180928Geh	9/26/18	2B	P22_2B	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217299	180928Geh	9/26/18	2C	P22_2C	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217300	180928Geh	9/26/18	2D	P22_2D	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217301	180928Geh	9/26/18	2E	P22_2E	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217302	180928Geh	9/26/18	2F	P22_2F	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217303	180928Geh	9/26/18	2G	P22_2G	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217304	180928Geh	9/26/18	2H	P22_2H	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217305	180928Geh	9/26/18	3A	P22_3A	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217306	180928Geh	9/26/18	3B	P22_3B	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217307	180928Geh	9/26/18	3C	P22_3C	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217308	180928Geh	9/26/18	3D	P22_3D	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217309	180928Geh	9/26/18	3E	P22_3E	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217310	180928Geh	9/26/18	3F	P22_3F	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217311	180928Geh	9/26/18	3G	P22_3G	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217312	180928Geh	9/26/18	3H	P22_3H	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217313	180928Geh	9/26/18	4A	P22_4A	paired	VxC	blank	0	NA	NA	3	22	Nextseq	1:200M
D18-217314	180928Geh	9/26/18	4B	P22_4B	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217315	180928Geh	9/26/18	4C	P22_4C	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217316	180928Geh	9/26/18	4D	P22_4D	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217317	180928Geh	9/26/18	4E	P22_4E	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217318	180928Geh	9/26/18	4F	P22_4F	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217319	180928Geh	9/26/18	4G	P22_4G	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217320	180928Geh	9/26/18	4H	P22_4H	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217321	180928Geh	9/26/18	5A	P22_5A	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217322	180928Geh	9/26/18	5B	P22_5B	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217323	180928Geh	9/26/18	5C	P22_5C	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217324	180928Geh	9/26/18	5D	P22_5D	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217325	180928Geh	9/26/18	5E	P22_5E	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217326	180928Geh	9/26/18	5F	P22_5F	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217327	180928Geh	9/26/18	5G	P22_5G	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217328	180928Geh	9/26/18	5H	P22_5H	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217329	180928Geh	9/26/18	6A	P22_6A	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217330	180928Geh	9/26/18	6B	P22_6B	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217331	180928Geh	9/26/18	6C	P22_6C	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217332	180928Geh	9/26/18	6D	P22_6D	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217333	180928Geh	9/26/18	6E	P22_6E	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217334	180928Geh	9/26/18	6F	P22_6F	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217335	180928Geh	9/26/18	6G	P22_6G	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217336	180928Geh	9/26/18	6H	P22_6H	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217337	180928Geh	9/26/18	7A	P22_7A	paired	VxC	nocell	0	NA	NA	3	22	Nextseq	1:200M
D18-217338	180928Geh	9/26/18	7B	P22_7B	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217339	180928Geh	9/26/18	7C	P22_7C	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217340	180928Geh	9/26/18	7D	P22_7D	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217341	180928Geh	9/26/18	7E	P22_7E	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217342	180928Geh	9/26/18	7F	P22_7F	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217343	180928Geh	9/26/18	7G	P22_7G	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217344	180928Geh	9/26/18	7H	P22_7H	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217345	180928Geh	9/26/18	8A	P22_8A	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
D18-217346	180928Geh	9/26/18	8B	P22_8B	paired	VxC	4	1	3N	heart	3	22	Nextseq	1:200M
